image,keypoint,gt_x,gt_y,pred_x,pred_y,euclidean_error,width,height
2018 Guayavero Duda/IMG_0820-Edit.jpg,6,5073.0,2018.8,5051.122394967588,2016.2265625,22.028440310667385,5472,3648
2018 Guayavero Duda/IMG_0820-Edit.jpg,7,5065.1,2066.8,5041.588628890666,2071.979532877604,24.075135145436327,5472,3648
2018 Guayavero Duda/IMG_0820-Edit.jpg,8,5303.2,2047.3,5317.061894842918,2034.9728713262657,18.55020835394929,5472,3648
2018 Guayavero Duda/IMG_0820-Edit.jpg,9,5281.6,2151.0,5287.099898967337,2155.147606259301,6.888506828994598,5472,3648
2018 Guayavero Duda/IMG_0820-Edit.jpg,10,493.3,1723.9,457.9335073105831,1735.160874139695,37.115981618982254,5472,3648
2018 Guayavero Duda/IMG_0820-Edit.jpg,11,498.0,1768.9,459.7578331155983,1784.4503522600444,41.28288729517229,5472,3648
2018 Guayavero Duda/IMG_0820-Edit.jpg,12,1183.4,1591.1,457.3708524501071,1759.3468540736612,745.2686274073988,5472,3648
2018 Guayavero Duda/IMG_0820-Edit.jpg,13,468.6,1927.3,405.94185265074384,1929.6899297805055,62.7037095680698,5472,3648
2018 Guayavero Duda/IMG_0820-Edit.jpg,14,1007.9,1791.0,980.18346161538,1808.9643525623144,33.02914565969319,5472,3648
2018 Guayavero Duda/IMG_0820-Edit.jpg,15,1419.0,1748.0,1273.528583445447,1888.5667230515253,202.2892401088909,5472,3648
2018 Guayavero Duda/IMG_0820-Edit.jpg,16,956.0,1745.9,928.4500258425452,1756.545151483445,29.535069429102776,5472,3648
2018 Guayavero Duda/IMG_0820-Edit.jpg,17,0.0,0.0,2624.9862807253576,1572.9581153506324,3060.18793649079,5472,3648
2018 Guayavero Duda/IMG_0820-Edit.jpg,18,942.32,2096.64,969.3897594695392,2057.261137462797,47.7856326991977,5472,3648
2018 Guayavero Duda/IMG_0820-Edit.jpg,19,1097.7,2187.3,1228.2150202000394,2186.1129499162957,130.5204182713107,5472,3648
2018 Caguan The Field Museum/IMG_1450-Edit.jpg,0,256.0,2015.6,302.3419508426746,1653.2634655180436,365.2880242059665,5472,3648
2018 Caguan The Field Museum/IMG_1450-Edit.jpg,1,4445.0,1943.0,4137.747300168301,1834.4273478190107,325.87151203424054,5472,3648
2018 Caguan The Field Museum/IMG_1450-Edit.jpg,2,2349.4,1452.7,2795.9503618605595,1326.4312046595987,464.0593004719469,5472,3648
2018 Caguan The Field Museum/IMG_1450-Edit.jpg,3,2208.7,2721.9,2148.8117776424324,2360.012892950149,366.8090476338608,5472,3648
2018 Caguan The Field Museum/IMG_1450-Edit.jpg,4,760.7,1748.7,738.7086225469066,1534.742914109003,215.08429809089225,5472,3648
2018 Caguan The Field Museum/IMG_1450-Edit.jpg,5,700.2,2568.1,689.4155322135766,2188.840378534226,379.41292178812046,5472,3648
2018 Caguan The Field Museum/IMG_1450-Edit.jpg,6,4225.6,1749.2,4059.93937780502,1647.2003348214284,194.5440141525017,5472,3648
2018 Caguan The Field Museum/IMG_1450-Edit.jpg,7,4233.2,2126.9,4008.5959420711433,1981.1024286179309,267.7758664611482,5472,3648
2018 Caguan The Field Museum/IMG_1450-Edit.jpg,8,5615.3,1198.4,5298.228640292553,1639.9027099609375,543.5613029360911,5472,3648
2018 Caguan The Field Museum/IMG_1450-Edit.jpg,9,5721.4,2628.9,5162.141665844207,2588.560808454241,560.7112757001396,5472,3648
2018 Caguan The Field Museum/IMG_1450-Edit.jpg,10,753.7,1819.8,734.0783089171064,1593.449724469866,227.1991593151702,5472,3648
2018 Caguan The Field Museum/IMG_1450-Edit.jpg,11,713.7,2291.4,694.5191199120054,2006.196539015997,285.8477222547068,5472,3648
2018 Caguan The Field Museum/IMG_1450-Edit.jpg,12,736.4,2054.3,714.7901005846388,1805.0474359421503,250.1875865069138,5472,3648
2018 Caguan The Field Museum/IMG_1450-Edit.jpg,13,645.01,2478.78,555.0255436998732,2041.6194254557292,446.32563259520094,5472,3648
2018 Caguan The Field Museum/IMG_1450-Edit.jpg,14,1386.3,2624.6,1321.9014957509144,2225.151791527158,404.606028874611,5472,3648
2018 Caguan The Field Museum/IMG_1450-Edit.jpg,15,2141.1,2429.8,2218.8610586612785,2430.056838262649,77.76148281775481,5472,3648
2018 Caguan The Field Museum/IMG_1450-Edit.jpg,16,1387.6,2169.0,1276.914366701816,1916.6022484188989,275.6010421275929,5472,3648
2018 Caguan The Field Museum/IMG_1450-Edit.jpg,17,3450.2,955.8,3521.0700784236824,1194.4038347516744,248.9063236922342,5472,3648
2018 Caguan The Field Museum/IMG_1450-Edit.jpg,18,2931.8,2642.2,2755.2987563762254,2305.9994245256703,379.715045725093,5472,3648
2018 Caguan The Field Museum/IMG_1450-Edit.jpg,19,3679.6,3026.5,3296.597714363261,2481.9602632068454,665.7434008307738,5472,3648
2018 Guayavero Duda/IMG_1628-Edit.jpg,0,5757.6,1668.6,5788.721246922269,1704.1375296456472,47.23820512373487,6000,4000
2018 Guayavero Duda/IMG_1628-Edit.jpg,1,1304.4,1940.6,1337.8223662680775,1943.92818874783,33.587667488212155,6000,4000
2018 Guayavero Duda/IMG_1628-Edit.jpg,2,2810.7,1357.6,2905.8236467077377,1338.7564401777963,96.97209861476392,6000,4000
2018 Guayavero Duda/IMG_1628-Edit.jpg,3,3961.0,2550.9,3974.598032362917,2561.613052610367,17.31115190781475,6000,4000
2018 Guayavero Duda/IMG_1628-Edit.jpg,4,5406.2,1572.9,5377.366410925033,1556.83087545728,33.00897790773737,6000,4000
2018 Guayavero Duda/IMG_1628-Edit.jpg,5,5493.5,2174.9,5448.938856733606,2217.2500368148567,61.475369925099,6000,4000
2018 Guayavero Duda/IMG_1628-Edit.jpg,6,1666.2,1640.3,1533.7161510548694,1671.7465113079734,136.16480200389043,6000,4000
2018 Guayavero Duda/IMG_1628-Edit.jpg,7,1752.6,2100.7,1599.812629375052,2122.112698025174,154.28053752564674,6000,4000
2018 Guayavero Duda/IMG_1628-Edit.jpg,8,147.4,1567.5,197.6478810006001,1600.650847904266,60.198241351573074,6000,4000
2018 Guayavero Duda/IMG_1628-Edit.jpg,9,266.9,2882.2,286.2197490448648,2850.632077171689,37.01062624234737,6000,4000
2018 Guayavero Duda/IMG_1628-Edit.jpg,10,5410.2,1634.6,5394.144788701484,1629.3058849516365,16.905545361960534,6000,4000
2018 Guayavero Duda/IMG_1628-Edit.jpg,11,5459.2,1972.4,5430.698922339907,2024.711669437469,59.571991632995385,6000,4000
2018 Guayavero Duda/IMG_1628-Edit.jpg,12,5434.6,1816.6,5414.512228458487,1826.749468606616,22.506227549296693,6000,4000
2018 Guayavero Duda/IMG_1628-Edit.jpg,13,5646.07,2010.98,5603.890642206719,2045.7621377611915,54.670790474366186,6000,4000
2018 Guayavero Duda/IMG_1628-Edit.jpg,14,4746.5,2277.2,4790.532254158181,2302.8736417255705,50.97033731204453,6000,4000
2018 Guayavero Duda/IMG_1628-Edit.jpg,15,3833.9,2355.4,3973.980781879831,2266.432383703808,165.9453590839205,6000,4000
2018 Guayavero Duda/IMG_1628-Edit.jpg,16,4880.6,1983.7,4821.462955880674,1977.851141066778,59.42557646326976,6000,4000
2018 Guayavero Duda/IMG_1628-Edit.jpg,17,2052.5,1301.7,2071.180465373587,1248.290591769748,56.5820172323283,6000,4000
2018 Guayavero Duda/IMG_1628-Edit.jpg,18,3219.3,2588.1,3236.24227402058,2580.925714401972,18.39866905051806,6000,4000
2018 Guayavero Duda/IMG_1628-Edit.jpg,19,2643.9,2946.9,2653.326501237585,2946.1539132254456,9.455980703097673,6000,4000
2018 Guayavero Duda/IMG_1653-Edit.jpg,0,132.3,2208.6,149.82664331476735,2221.9445364815856,22.028615022090023,6000,4000
2018 Guayavero Duda/IMG_1653-Edit.jpg,1,4898.4,2125.8,4918.892353139025,2147.642710852245,29.950635294585545,6000,4000
2018 Guayavero Duda/IMG_1653-Edit.jpg,2,2178.8,1539.6,2216.06145006545,1529.9269661070805,38.496535502218784,6000,4000
2018 Guayavero Duda/IMG_1653-Edit.jpg,3,2423.8,2695.0,2418.241419690721,2682.295541914683,13.867266143558512,6000,4000
2018 Guayavero Duda/IMG_1653-Edit.jpg,4,634.8,1940.8,645.9084673130765,1931.561606270926,14.448043630162642,6000,4000
2018 Guayavero Duda/IMG_1653-Edit.jpg,5,655.3,2499.5,662.9797955776785,2496.6130332341263,8.204501034321952,6000,4000
2018 Guayavero Duda/IMG_1653-Edit.jpg,6,4654.1,1918.5,4674.644389051071,1931.734781416636,24.438317467204666,6000,4000
2018 Guayavero Duda/IMG_1653-Edit.jpg,7,4662.2,2324.8,4695.591338137361,2339.926462324839,36.6577594114585,6000,4000
2018 Guayavero Duda/IMG_1653-Edit.jpg,8,5854.1,1519.6,5800.863550064412,1525.9409102182544,53.61274796296439,6000,4000
2018 Guayavero Duda/IMG_1653-Edit.jpg,9,5545.8,2708.9,5605.508033265458,2732.3782784598206,64.15823248707747,6000,4000
2018 Guayavero Duda/IMG_1653-Edit.jpg,10,640.9,2078.3,645.3523940228406,2053.980388338604,24.723820980903177,6000,4000
2018 Guayavero Duda/IMG_1653-Edit.jpg,11,646.8,2332.8,661.6028521923308,2348.313346741691,21.442676142588283,6000,4000
2018 Guayavero Duda/IMG_1653-Edit.jpg,12,643.5,2184.1,654.1792585494668,2201.5377226329983,20.44800072847576,6000,4000
2018 Guayavero Duda/IMG_1653-Edit.jpg,13,349.8,2346.8,264.48837746965137,2337.755717928448,85.7896962166815,6000,4000
2018 Guayavero Duda/IMG_1653-Edit.jpg,14,1208.6,2506.8,1271.966792167501,2492.987254309276,64.85477849099388,6000,4000
2018 Guayavero Duda/IMG_1653-Edit.jpg,15,1919.4,2652.8,1967.222457236432,2613.902258494544,61.64431612367552,6000,4000
2018 Guayavero Duda/IMG_1653-Edit.jpg,16,1110.1,2268.4,1187.5131992583574,2247.0591711619545,80.30089909153521,6000,4000
2018 Guayavero Duda/IMG_1653-Edit.jpg,17,2899.15,917.44,2909.7548139856217,922.1600123814178,11.607781723928667,6000,4000
2018 Guayavero Duda/IMG_1653-Edit.jpg,18,4049.1,2484.5,4120.456939047956,2490.983629983569,71.65089118815959,6000,4000
2018 Guayavero Duda/IMG_1653-Edit.jpg,19,4832.0,2792.5,4836.833953857422,2802.05826532273,10.71109452275494,6000,4000
2018 Guayavero Duda/IMG_9063-Edit.jpg,0,224.0,1747.1,234.7810366204444,1786.1222069149926,40.4841127249674,5472,3648
2018 Guayavero Duda/IMG_9063-Edit.jpg,1,4197.7,1805.9,4149.13863226708,1804.2975173223583,48.587800802506415,5472,3648
2018 Guayavero Duda/IMG_9063-Edit.jpg,2,1559.1,1334.7,1605.5468586049185,1359.9958612351193,52.88847955738269,5472,3648
2018 Guayavero Duda/IMG_9063-Edit.jpg,3,2514.1,2067.9,2459.9132820291725,2075.8042282831093,54.76017922908485,5472,3648
2018 Guayavero Duda/IMG_9063-Edit.jpg,4,554.9,1498.3,563.2113808165204,1477.2694934663314,22.61329821454405,5472,3648
2018 Guayavero Duda/IMG_9063-Edit.jpg,5,584.8,2127.9,589.1115471048561,2140.959344773065,13.752669716792033,5472,3648
2018 Guayavero Duda/IMG_9063-Edit.jpg,6,3973.3,1560.2,3961.686293257044,1582.0518450055797,24.74633941534113,5472,3648
2018 Guayavero Duda/IMG_9063-Edit.jpg,7,3942.7,1985.4,3919.029726718335,1977.9939662388388,24.80183810325668,5472,3648
2018 Guayavero Duda/IMG_9063-Edit.jpg,8,5286.5,1427.8,5314.859019178026,1437.9098103841145,30.1071791229664,5472,3648
2018 Guayavero Duda/IMG_9063-Edit.jpg,9,5239.7,2377.4,5256.835340783951,2368.0504964192714,19.520069697319467,5472,3648
2018 Guayavero Duda/IMG_9063-Edit.jpg,10,583.4,1996.2,570.9687730505111,1852.8804263160337,143.8576921976144,5472,3648
2018 Guayavero Duda/IMG_9063-Edit.jpg,11,588.0,2094.5,566.3682992813438,2057.062337239584,43.23781989120354,5472,3648
2018 Guayavero Duda/IMG_9063-Edit.jpg,12,577.2,1869.8,567.6516908686212,1954.5156598772328,85.25205707608099,5472,3648
2018 Guayavero Duda/IMG_9063-Edit.jpg,13,474.29,2080.1,411.01705778406,2085.035737537203,63.46516148012112,5472,3648
2018 Guayavero Duda/IMG_9063-Edit.jpg,14,1147.9,2170.8,1101.1040146198677,2184.0945754278277,48.6478158143176,5472,3648
2018 Guayavero Duda/IMG_9063-Edit.jpg,15,1709.0,2930.0,1718.124602946829,2934.3373500279013,10.103018568815042,5472,3648
2018 Guayavero Duda/IMG_9063-Edit.jpg,16,1269.2,1954.3,1188.9789344300616,1967.521612258185,81.30332337538334,5472,3648
2018 Guayavero Duda/IMG_9063-Edit.jpg,17,2388.8,789.2,2354.642139840633,796.9613240559893,35.02852497278431,5472,3648
2018 Guayavero Duda/IMG_9063-Edit.jpg,18,3202.5,2050.3,3189.3366004456857,2024.4773239862352,28.98423164995745,5472,3648
2018 Guayavero Duda/IMG_9063-Edit.jpg,19,3603.5,2049.6,3644.151870078229,2048.5293898809523,40.66596546111029,5472,3648
2018 Guayavero Duda/IMG_9295-Edit.jpg,0,222.2,1844.1,197.05422324322623,1857.8294474283848,28.64974372294256,5472,3648
2018 Guayavero Duda/IMG_9295-Edit.jpg,1,4148.2,1848.7,4204.584701862741,1854.9068080357135,56.725294799960345,5472,3648
2018 Guayavero Duda/IMG_9295-Edit.jpg,2,2230.4,1265.9,2252.678086950424,1259.3259132021958,23.22782330300664,5472,3648
2018 Guayavero Duda/IMG_9295-Edit.jpg,3,1986.6,2532.5,1988.847640666556,2515.78225562686,16.868161295517762,5472,3648
2018 Guayavero Duda/IMG_9295-Edit.jpg,4,570.0,1599.5,592.5700563471369,1603.290611630394,22.886156952302205,5472,3648
2018 Guayavero Duda/IMG_9295-Edit.jpg,5,558.7,2325.4,554.1997429056373,2310.4083716982886,15.65251523085148,5472,3648
2018 Guayavero Duda/IMG_9295-Edit.jpg,6,4033.9,1608.7,4075.3844896681767,1627.7866646902903,45.66468714475797,5472,3648
2018 Guayavero Duda/IMG_9295-Edit.jpg,7,4005.2,2049.9,4063.1098976946896,2054.3818475632443,58.08307161806782,5472,3648
2018 Guayavero Duda/IMG_9295-Edit.jpg,8,5209.1,1222.3,5189.164088472408,1218.590366908482,20.27811495454392,5472,3648
2018 Guayavero Duda/IMG_9295-Edit.jpg,9,5280.9,2507.6,5283.846105047996,2517.890642438616,10.70405795730186,5472,3648
2018 Guayavero Duda/IMG_9295-Edit.jpg,10,573.0,1677.1,591.2471095957653,1681.2470819382445,18.712436965889385,5472,3648
2018 Guayavero Duda/IMG_9295-Edit.jpg,11,563.3,2095.1,565.5050251737553,2104.961042131697,10.104567677045416,5472,3648
2018 Guayavero Duda/IMG_9295-Edit.jpg,12,578.6,1896.2,583.3942298077523,1898.9719819568445,5.537916884408,5472,3648
2018 Guayavero Duda/IMG_9295-Edit.jpg,13,321.5,2103.5,374.7376164375464,2129.409051804315,59.20745535276775,5472,3648
2018 Guayavero Duda/IMG_9295-Edit.jpg,14,1141.3,2362.8,1132.691797134724,2373.6770949590773,13.871277926655797,5472,3648
2018 Guayavero Duda/IMG_9295-Edit.jpg,15,1896.1,2321.2,1879.4105763536816,2317.772263299851,17.037788604505824,5472,3648
2018 Guayavero Duda/IMG_9295-Edit.jpg,16,996.6,2021.2,1085.9699312575322,2034.651477632068,90.37658360140668,5472,3648
2018 Guayavero Duda/IMG_9295-Edit.jpg,17,3189.5,831.8,3184.5877601136544,831.9515438988092,4.914576915083387,5472,3648
2018 Guayavero Duda/IMG_9295-Edit.jpg,18,2734.5,2489.1,2719.391549942342,2479.5796305338536,17.857846956357285,5472,3648
2018 Guayavero Duda/IMG_9295-Edit.jpg,19,3377.7,2718.8,3378.61874746769,2707.001011439732,11.834704388142914,5472,3648
2018 Guayavero Duda/IMG_9310-Edit.jpg,0,167.7,1886.2,217.2791950144665,1927.5003662109373,64.52764390119978,5472,3648
2018 Guayavero Duda/IMG_9310-Edit.jpg,1,4298.8,1780.3,4240.074427827875,1789.951596214658,59.513411399736185,5472,3648
2018 Guayavero Duda/IMG_9310-Edit.jpg,2,2126.9,1106.8,2182.5941084192154,1132.272966657366,61.24300566545207,5472,3648
2018 Guayavero Duda/IMG_9310-Edit.jpg,3,1548.0,2578.7,1757.515439621946,2623.149838402158,214.17868141800489,5472,3648
2018 Guayavero Duda/IMG_9310-Edit.jpg,4,628.0,1689.3,609.0319441125748,1707.1731160481768,26.06214537255291,5472,3648
2018 Guayavero Duda/IMG_9310-Edit.jpg,5,631.2,2457.6,617.1769769546836,2431.24853515625,29.85037478392631,5472,3648
2018 Guayavero Duda/IMG_9310-Edit.jpg,6,4177.3,1569.3,4154.367686170213,1582.9712960379466,26.698227524407063,5472,3648
2018 Guayavero Duda/IMG_9310-Edit.jpg,7,4127.9,1927.3,4109.707268897523,1953.0660749162944,31.5414977697495,5472,3648
2018 Guayavero Duda/IMG_9310-Edit.jpg,8,5344.4,1475.5,5337.9797759360445,1475.460687546503,6.420344422255634,5472,3648
2018 Guayavero Duda/IMG_9310-Edit.jpg,9,5220.5,2519.0,5217.658240784989,2519.807407924107,2.954234755737859,5472,3648
2018 Guayavero Duda/IMG_9310-Edit.jpg,10,633.5,1818.9,615.6397383669591,1789.3469122023807,34.53076807681042,5472,3648
2018 Guayavero Duda/IMG_9310-Edit.jpg,11,616.2,2161.2,619.9951089087954,2176.8278750465024,16.08208102512595,5472,3648
2018 Guayavero Duda/IMG_9310-Edit.jpg,12,627.1,1973.7,623.0823547687933,1985.0574486142116,12.047120495300474,5472,3648
2018 Guayavero Duda/IMG_9310-Edit.jpg,13,433.75,2282.86,480.1522675372185,2266.0361618768598,49.357997951590825,5472,3648
2018 Guayavero Duda/IMG_9310-Edit.jpg,14,1163.5,2496.0,1204.9492278403422,2435.700003487724,73.171907641807,5472,3648
2018 Guayavero Duda/IMG_9310-Edit.jpg,15,1705.8,2855.5,1554.027298298288,2397.078090122767,482.89294925203313,5472,3648
2018 Guayavero Duda/IMG_9310-Edit.jpg,16,1174.1,2091.5,1140.030182209421,2083.671747116816,34.95760328578535,5472,3648
2018 Guayavero Duda/IMG_9310-Edit.jpg,17,3268.4,770.8,3267.310515708112,770.3370041620165,1.1837825679834189,5472,3648
2018 Guayavero Duda/IMG_9310-Edit.jpg,18,2080.6,2580.9,2246.129972417304,2549.6699625651045,168.45025083584312,5472,3648
2018 Guayavero Duda/IMG_9310-Edit.jpg,19,2667.1,2812.5,2683.3805285514663,2817.1584240141374,16.933886860688702,5472,3648
2018 Guayavero Duda/IMG_9774-Edit.jpg,0,158.2,1881.1,158.05199870657407,1881.2757248651403,0.2297468412937174,5472,3648
2018 Guayavero Duda/IMG_9774-Edit.jpg,1,4137.6,1901.7,4158.003985465842,1918.264991396949,26.28158219878047,5472,3648
2018 Guayavero Duda/IMG_9774-Edit.jpg,2,2150.7,1205.4,2160.518163153466,1208.5114717029392,10.299397257425918,5472,3648
2018 Guayavero Duda/IMG_9774-Edit.jpg,3,1950.6,2687.0,1940.2036713945108,2660.558518182664,28.41189203783936,5472,3648
2018 Guayavero Duda/IMG_9774-Edit.jpg,4,530.6,1648.8,516.405824539509,1644.5256434849334,14.823789684864558,5472,3648
2018 Guayavero Duda/IMG_9774-Edit.jpg,5,524.4,2394.7,484.5591985824258,2389.154244559152,40.224928353003605,5472,3648
2018 Guayavero Duda/IMG_9774-Edit.jpg,6,4017.4,1692.7,4033.1767701493927,1687.1263224283855,16.732374548135212,5472,3648
2018 Guayavero Duda/IMG_9774-Edit.jpg,7,4011.3,2099.1,4001.939571299451,2108.643816266741,13.367948772768964,5472,3648
2018 Guayavero Duda/IMG_9774-Edit.jpg,8,5303.9,1323.5,5304.458092872133,1336.684602283296,13.196408792645892,5472,3648
2018 Guayavero Duda/IMG_9774-Edit.jpg,9,5128.4,2873.5,5116.710686216964,2872.712594168527,11.71580405527958,5472,3648
2018 Guayavero Duda/IMG_9774-Edit.jpg,10,532.0,1689.2,516.8875648011553,1701.8113083612352,19.683261828808725,5472,3648
2018 Guayavero Duda/IMG_9774-Edit.jpg,11,527.7,2125.3,500.6055489398064,2144.3803652808783,33.13864236061839,5472,3648
2018 Guayavero Duda/IMG_9774-Edit.jpg,12,540.4,1900.8,510.6568631111304,1921.3668271019344,36.16142376941055,5472,3648
2018 Guayavero Duda/IMG_9774-Edit.jpg,13,394.93,2221.06,360.4067804864112,2238.68014671689,38.75980206229339,5472,3648
2018 Guayavero Duda/IMG_9774-Edit.jpg,14,1113.65,2492.15,1031.105391969072,2486.2659447079614,82.75405985001164,5472,3648
2018 Guayavero Duda/IMG_9774-Edit.jpg,15,1791.5,2591.7,1737.1585479087023,2536.194620768229,77.67779952504719,5472,3648
2018 Guayavero Duda/IMG_9774-Edit.jpg,16,1046.3,2128.6,1022.0443448005836,2084.793863932292,50.073090241521136,5472,3648
2018 Guayavero Duda/IMG_9774-Edit.jpg,17,2938.2,448.9,2954.9449115509688,456.9359072730658,18.573310651337454,5472,3648
2018 Guayavero Duda/IMG_9774-Edit.jpg,18,2718.8,2609.7,2731.194810907891,2598.019281296504,17.03145698032284,5472,3648
2018 Guayavero Duda/IMG_9774-Edit.jpg,19,3321.1,3042.4,3304.934832633809,3062.392857142857,25.71044481745945,5472,3648
